# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79063460	79160573	-	XP_036363962.1		XM_036508069.1	vesicle transport protein SEC20 isoform X2	LOC115218135	115218135		633	210	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79063460	79160573	-	XP_029643791.1		XM_029787931.2	vesicle transport protein SEC20 isoform X1	LOC115218135	115218135		735	244	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79161177	79273574	+					LOC115217852	115217852		112398		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79161177	79273574	+	XM_029787554.2		XP_029643414.1	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	LOC115217852	115217852		4808	4808	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79161317	79270784	+	XP_029643414.1		XM_029787554.2	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	LOC115217852	115217852		1878	625	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79275430	79313365	-					LOC115218062	115218062		37936		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79275430	79313365	-	XM_029787831.2		XP_029643691.1	adenosine deaminase-like protein	LOC115218062	115218062		1696	1696	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79275722	79313002	-	XP_029643691.1		XM_029787831.2	adenosine deaminase-like protein	LOC115218062	115218062		1041	346	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79352785	79380820	-					LOC115217803	115217803		28036		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79352785	79380820	-	XM_029787477.2		XP_029643337.1	guanine nucleotide-binding protein subunit gamma-like	LOC115217803	115217803		419	419	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79352801	79380681	-	XP_029643337.1		XM_029787477.2	guanine nucleotide-binding protein subunit gamma-like	LOC115217803	115217803		264	87	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79369662	79380078	+					LOC118765685	118765685		10417		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79369662	79380078	+	XR_005001553.1			uncharacterized LOC118765685	LOC118765685	118765685		147	147	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79503231	79504097	+					LOC115217956	115217956		867		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79503231	79504097	+	XM_029787674.1		XP_029643534.1	uncharacterized LOC115217956	LOC115217956	115217956		867	867	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79503231	79504097	+	XP_029643534.1		XM_029787674.1	uncharacterized protein LOC115217956	LOC115217956	115217956		867	288	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79590930	79592354	+					LOC115217957	115217957		1425		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79590930	79592354	+	XM_029787676.1		XP_029643536.1	general transcription factor II-I repeat domain-containing protein 2-like	LOC115217957	115217957		1320	1320	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79590930	79592354	+	XP_029643536.1		XM_029787676.1	general transcription factor II-I repeat domain-containing protein 2-like	LOC115217957	115217957		1320	439	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79628937	79652901	+					LOC118765686	118765686		23965		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79628937	79652901	+	XR_005001554.1			uncharacterized LOC118765686	LOC118765686	118765686		202	202	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79658710	79660367	-					LOC118765687	118765687		1658		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79658710	79660367	-	XR_005001555.1			uncharacterized LOC118765687	LOC118765687	118765687		1523	1523	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79666004	79672424	-					LOC115217843	115217843		6421		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79666004	79672424	-	XM_029787537.2		XP_029643397.1	Y-box factor homolog	LOC115217843	115217843		2526	2526	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79667441	79672307	-	XP_029643397.1		XM_029787537.2	Y-box factor homolog	LOC115217843	115217843		972	323	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79719851	79738504	-					LOC118765689	118765689		18654		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79719851	79738504	-	XR_005001558.1			uncharacterized LOC118765689	LOC118765689	118765689		522	522	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79738852	79739169	+					LOC118765688	118765688		318		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79738852	79739169	+	XR_005001557.1			uncharacterized LOC118765688	LOC118765688	118765688		283	283	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79742877	79763772	-					LOC115218114	115218114		20896		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79742877	79763772	-	XR_003882215.2			uncharacterized LOC115218114, transcript variant X1	LOC115218114	115218114		1604	1604	
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG12	NC_043008.1	79742877	79763368	-	XR_005001556.1			uncharacterized LOC115218114, transcript variant X2	LOC115218114	115218114		1604	1604	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	6728	26141	-					LOC118765733	118765733		19414		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	6728	26141	-	XR_005001602.1			uncharacterized LOC118765733	LOC118765733	118765733		166	166	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	38965	188815	-					LOC118765732	118765732		149851		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	38965	188815	-	XM_036508092.1		XP_036363985.1	uncharacterized LOC118765732, transcript variant X1	LOC118765732	118765732		689	689	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	38965	188814	-	XM_036508093.1		XP_036363986.1	uncharacterized LOC118765732, transcript variant X2	LOC118765732	118765732		514	514	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	39025	188714	-	XP_036363986.1		XM_036508093.1	uncharacterized protein LOC118765732 isoform X2	LOC118765732	118765732		354	117	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	39025	188714	-	XP_036363985.1		XM_036508092.1	uncharacterized protein LOC118765732 isoform X1	LOC118765732	118765732		528	175	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	288795	300461	+					LOC115218517	115218517		11667		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	288795	300461	+	XR_003882241.2			uncharacterized LOC115218517	LOC115218517	115218517		532	532	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	364144	366184	+					LOC118765734	118765734		2041		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	364144	366184	+	XR_005001603.1			uncharacterized LOC118765734	LOC118765734	118765734		114	114	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	366529	444646	+					LOC115218432	115218432		78118		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	366529	384096	+	XM_029788241.2		XP_029644101.1	uncharacterized LOC115218432, transcript variant X2	LOC115218432	115218432		660	660	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	366537	444646	+	XM_029788242.2		XP_029644102.1	uncharacterized LOC115218432, transcript variant X1	LOC115218432	115218432		652	652	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	366756	444561	+	XP_029644102.1		XM_029788242.2	uncharacterized protein LOC115218432 isoform X1	LOC115218432	115218432		348	115	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	366756	384011	+	XP_029644101.1		XM_029788241.2	uncharacterized protein LOC115218432 isoform X2	LOC115218432	115218432		348	115	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	403097	421709	-					LOC115218434	115218434		18613		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	403097	421709	-	XM_036508094.1		XP_036363987.1	uncharacterized LOC115218434	LOC115218434	115218434		714	714	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	403195	421441	-	XP_036363987.1		XM_036508094.1	uncharacterized protein LOC115218434	LOC115218434	115218434		348	115	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	433067	440942	+					LOC118765735	118765735		7876		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	433067	440942	+	XR_005001604.1			uncharacterized LOC118765735	LOC118765735	118765735		150	150	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	462479	462985	+					LOC115218543	115218543		507		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	462479	462985	+	XM_029788419.1		XP_029644279.1	uncharacterized LOC115218543	LOC115218543	115218543		507	507	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	462479	462985	+	XP_029644279.1		XM_029788419.1	uncharacterized protein LOC115218543	LOC115218543	115218543		507	168	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	467226	475456	+					LOC118765736	118765736		8231		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	467226	475456	+	XR_005001605.1			uncharacterized LOC118765736, transcript variant X1	LOC118765736	118765736		285	285	
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	472086	475456	+	XR_005001606.1			uncharacterized LOC118765736, transcript variant X2	LOC118765736	118765736		197	197	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	476575	547619	-					LOC115218238	115218238		71045		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	476575	547618	-	XM_036508101.1		XP_036363994.1	uncharacterized LOC115218238, transcript variant X8	LOC115218238	115218238		552	552	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	476587	547618	-	XM_036508100.1		XP_036363993.1	uncharacterized LOC115218238, transcript variant X7	LOC115218238	115218238		556	556	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	489832	547619	-	XM_036508099.1		XP_036363992.1	uncharacterized LOC115218238, transcript variant X6	LOC115218238	115218238		569	569	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	499196	547618	-	XM_036508102.1		XP_036363995.1	uncharacterized LOC115218238, transcript variant X9	LOC115218238	115218238		552	552	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	499210	547618	-	XM_036508098.1		XP_036363991.1	uncharacterized LOC115218238, transcript variant X5	LOC115218238	115218238		558	558	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	505027	547619	-	XM_036508097.1		XP_036363990.1	uncharacterized LOC115218238, transcript variant X4	LOC115218238	115218238		1493	1493	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	505027	547619	-	XM_036508096.1		XP_036363989.1	uncharacterized LOC115218238, transcript variant X3	LOC115218238	115218238		1505	1505	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	505027	547619	-	XM_036508095.1		XP_036363988.1	uncharacterized LOC115218238, transcript variant X2	LOC115218238	115218238		1517	1517	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	505027	547618	-	XM_029787967.2		XP_029643827.1	uncharacterized LOC115218238, transcript variant X1	LOC115218238	115218238		1490	1490	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_029643827.1		XM_029787967.2	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363988.1		XM_036508095.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363989.1		XM_036508096.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363990.1		XM_036508097.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363991.1		XM_036508098.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363992.1		XM_036508099.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363993.1		XM_036508100.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363994.1		XM_036508101.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	506407	547485	-	XP_036363995.1		XM_036508102.1	uncharacterized protein LOC115218238	LOC115218238	115218238		393	130	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	580084	586430	+					LOC118765737	118765737		6347		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	580084	586430	+	XR_005001607.1			uncharacterized LOC118765737	LOC118765737	118765737		200	200	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	586254	587625	-					LOC118765738	118765738		1372		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	586254	587625	-	XR_005001608.1			uncharacterized LOC118765738	LOC118765738	118765738		151	151	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	822689	910608	-					LOC115218454	115218454		87920		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	822689	910608	-	XM_036508103.1		XP_036363996.1	zinc transporter 9	LOC115218454	115218454		2193	2193	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	823045	897405	-	XP_036363996.1		XM_036508103.1	zinc transporter 9	LOC115218454	115218454		1728	575	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	921128	927790	-					LOC118765739	118765739		6663		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	921128	927790	-	XR_005001609.1			uncharacterized LOC118765739	LOC118765739	118765739		327	327	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	933041	1020114	-					LOC115218421	115218421		87074		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	933041	1020114	-	XM_029788226.2		XP_029644086.1	nuclear factor related to kappa-B-binding protein, transcript variant X1	LOC115218421	115218421		5103	5103	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	933041	995832	-	XM_036508104.1		XP_036363997.1	nuclear factor related to kappa-B-binding protein, transcript variant X2	LOC115218421	115218421		5091	5091	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	933918	1016132	-	XP_029644086.1		XM_029788226.2	nuclear factor related to kappa-B-binding protein isoform X1	LOC115218421	115218421		4059	1352	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	933918	995584	-	XP_036363997.1		XM_036508104.1	nuclear factor related to kappa-B-binding protein isoform X2	LOC115218421	115218421		3966	1321	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	976728	989813	+					LOC118765740	118765740		13086		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	976728	989813	+	XR_005001611.1			uncharacterized LOC118765740, transcript variant X2	LOC118765740	118765740		95	95	
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	976728	989807	+	XR_005001610.1			uncharacterized LOC118765740, transcript variant X1	LOC118765740	118765740		89	89	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1033396	1051067	+					LOC115218411	115218411		17672		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1033396	1051067	+	XM_029788206.2		XP_029644066.1	eukaryotic translation initiation factor 3 subunit F	LOC115218411	115218411		951	951	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1033430	1050987	+	XP_029644066.1		XM_029788206.2	eukaryotic translation initiation factor 3 subunit F	LOC115218411	115218411		837	278	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1056104	1138881	+					LOC115218510	115218510		82778		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1056104	1138881	+	XM_036508105.1		XP_036363998.1	transcription termination factor 2, transcript variant X1	LOC115218510	115218510		3116	3116	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1056104	1138881	+	XM_036508106.1		XP_036363999.1	transcription termination factor 2, transcript variant X2	LOC115218510	115218510		3116	3116	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1056104	1136132	+	XM_036508107.1		XP_036364000.1	transcription termination factor 2, transcript variant X3	LOC115218510	115218510		2867	2867	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1056166	1138863	+	XP_036363998.1		XM_036508105.1	transcription termination factor 2 isoform X1	LOC115218510	115218510		3036	1011	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1056166	1138863	+	XP_036363999.1		XM_036508106.1	transcription termination factor 2 isoform X2	LOC115218510	115218510		3036	1011	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1056166	1136117	+	XP_036364000.1		XM_036508107.1	transcription termination factor 2 isoform X3	LOC115218510	115218510		2790	929	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-					LOC115218249	115218249		500913		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508132.1		XP_036364025.1	neuroblast differentiation-associated protein AHNAK, transcript variant X31	LOC115218249	115218249		7292	7292	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508129.1		XP_036364022.1	neuroblast differentiation-associated protein AHNAK, transcript variant X26	LOC115218249	115218249		7403	7403	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508124.1		XP_036364017.1	neuroblast differentiation-associated protein AHNAK, transcript variant X20	LOC115218249	115218249		7466	7466	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508125.1		XP_036364018.1	neuroblast differentiation-associated protein AHNAK, transcript variant X21	LOC115218249	115218249		7466	7466	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508120.1		XP_036364013.1	neuroblast differentiation-associated protein AHNAK, transcript variant X15	LOC115218249	115218249		7529	7529	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508114.1		XP_036364007.1	neuroblast differentiation-associated protein AHNAK, transcript variant X8	LOC115218249	115218249		7592	7592	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508122.1		XP_036364015.1	neuroblast differentiation-associated protein AHNAK, transcript variant X17	LOC115218249	115218249		7514	7514	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508116.1		XP_036364009.1	neuroblast differentiation-associated protein AHNAK, transcript variant X10	LOC115218249	115218249		7577	7577	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508112.1		XP_036364005.1	neuroblast differentiation-associated protein AHNAK, transcript variant X6	LOC115218249	115218249		7640	7640	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508121.1		XP_036364014.1	neuroblast differentiation-associated protein AHNAK, transcript variant X16	LOC115218249	115218249		7514	7514	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508117.1		XP_036364010.1	neuroblast differentiation-associated protein AHNAK, transcript variant X11	LOC115218249	115218249		7577	7577	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508118.1		XP_036364011.1	neuroblast differentiation-associated protein AHNAK, transcript variant X12	LOC115218249	115218249		7577	7577	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508113.1		XP_036364006.1	neuroblast differentiation-associated protein AHNAK, transcript variant X7	LOC115218249	115218249		7640	7640	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508115.1		XP_036364008.1	neuroblast differentiation-associated protein AHNAK, transcript variant X9	LOC115218249	115218249		7577	7577	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508111.1		XP_036364004.1	neuroblast differentiation-associated protein AHNAK, transcript variant X5	LOC115218249	115218249		7640	7640	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508110.1		XP_036364003.1	neuroblast differentiation-associated protein AHNAK, transcript variant X4	LOC115218249	115218249		7640	7640	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_029787989.2		XP_029643849.1	neuroblast differentiation-associated protein AHNAK, transcript variant X13	LOC115218249	115218249		7550	7550	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508109.1		XP_036364002.1	neuroblast differentiation-associated protein AHNAK, transcript variant X3	LOC115218249	115218249		7694	7694	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508131.1		XP_036364024.1	neuroblast differentiation-associated protein AHNAK, transcript variant X30	LOC115218249	115218249		7328	7328	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508119.1		XP_036364012.1	neuroblast differentiation-associated protein AHNAK, transcript variant X14	LOC115218249	115218249		7538	7538	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664603	-	XM_036508108.1		XP_036364001.1	neuroblast differentiation-associated protein AHNAK, transcript variant X1	LOC115218249	115218249		7703	7703	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508137.1		XP_036364030.1	neuroblast differentiation-associated protein AHNAK, transcript variant X37	LOC115218249	115218249		6814	6814	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508136.1		XP_036364029.1	neuroblast differentiation-associated protein AHNAK, transcript variant X36	LOC115218249	115218249		6967	6967	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_029787995.2		XP_029643855.1	neuroblast differentiation-associated protein AHNAK, transcript variant X35	LOC115218249	115218249		7114	7114	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508134.1		XP_036364027.1	neuroblast differentiation-associated protein AHNAK, transcript variant X33	LOC115218249	115218249		7267	7267	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508128.1		XP_036364021.1	neuroblast differentiation-associated protein AHNAK, transcript variant X25	LOC115218249	115218249		7402	7402	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508127.1		XP_036364020.1	neuroblast differentiation-associated protein AHNAK, transcript variant X24	LOC115218249	115218249		7402	7402	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_029787994.2		XP_029643854.1	neuroblast differentiation-associated protein AHNAK, transcript variant X34	LOC115218249	115218249		7225	7225	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_029787992.2		XP_029643852.1	neuroblast differentiation-associated protein AHNAK, transcript variant X27	LOC115218249	115218249		7378	7378	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508133.1		XP_036364026.1	neuroblast differentiation-associated protein AHNAK, transcript variant X32	LOC115218249	115218249		7288	7288	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_029787993.2		XP_029643853.1	neuroblast differentiation-associated protein AHNAK, transcript variant X28	LOC115218249	115218249		7360	7360	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508130.1		XP_036364023.1	neuroblast differentiation-associated protein AHNAK, transcript variant X29	LOC115218249	115218249		7351	7351	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_029787991.2		XP_029643851.1	neuroblast differentiation-associated protein AHNAK, transcript variant X22	LOC115218249	115218249		7423	7423	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_036508126.1		XP_036364019.1	neuroblast differentiation-associated protein AHNAK, transcript variant X23	LOC115218249	115218249		7414	7414	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG13	NC_043009.1	1163691	1664602	-	XM_029787990.2		XP_029643850.1	neuroblast differentiation-associated protein AHNAK, transcript variant X19	LOC115218249	115218249		7486	7486	
