chrom_zdna,zdna_start,zdna_end,score,chrom_promoter,promoter_start,promoter_end,gene_symbol,strand,gene_name
NC_043008.1,68538315,68538346,57.5,NC_043008.1,68538138,68539137,LOC118765666,+,uncharacterized LOC118765666
NC_043008.1,68559967,68559981,21.0,NC_043008.1,68559594,68560593,LOC118765664,+,uncharacterized LOC118765664
NC_043008.1,68560160,68560174,21.0,NC_043008.1,68559594,68560593,LOC118765664,+,uncharacterized LOC118765664
NC_043008.1,68560393,68560404,27.5,NC_043008.1,68559594,68560593,LOC118765664,+,uncharacterized LOC118765664
NC_043008.1,68600350,68600366,24.0,NC_043008.1,68599800,68600799,LOC115218087,+,neuronal acetylcholine receptor subunit alpha-10
NC_043008.1,69514819,69514845,39.0,NC_043008.1,69514297,69515296,LOC115218153,+,
NC_043008.1,69801006,69801026,41.0,NC_043008.1,69800556,69801555,LOC118765552,-,uncharacterized LOC118765552
NC_043008.1,69801243,69801255,18.0,NC_043008.1,69800556,69801555,LOC118765552,-,uncharacterized LOC118765552
NC_043008.1,69801319,69801338,28.5,NC_043008.1,69800556,69801555,LOC118765552,-,uncharacterized LOC118765552
NC_043008.1,69849447,69849459,18.0,NC_043008.1,69848794,69849793,LOC118765572,+,uncharacterized LOC118765572
NC_043008.1,70955501,70955527,39.0,NC_043008.1,70954639,70955638,LOC118765553,+,uncharacterized LOC118765553
NC_043008.1,72640591,72640615,36.0,NC_043008.1,72640398,72641397,LOC118765667,-,uncharacterized LOC118765667
NC_043008.1,72640958,72640972,43.0,NC_043008.1,72640398,72641397,LOC118765667,-,uncharacterized LOC118765667
NC_043008.1,74004171,74004187,24.0,NC_043008.1,74003661,74004660,LOC115217944,+,uncharacterized LOC115217944
NC_043008.1,74004291,74004349,120.0,NC_043008.1,74003661,74004660,LOC115217944,+,uncharacterized LOC115217944
NC_043008.1,74004351,74004362,16.5,NC_043008.1,74003661,74004660,LOC115217944,+,uncharacterized LOC115217944
NC_043008.1,74840835,74840847,18.0,NC_043008.1,74840553,74841552,LOC118765670,-,uncharacterized LOC118765670
NC_043008.1,75033199,75033249,75.0,NC_043008.1,75032695,75033694,LOC118765669,+,"uncharacterized LOC118765669, transcript variant X1"
NC_043008.1,75033401,75033412,49.5,NC_043008.1,75032695,75033694,LOC118765669,+,"uncharacterized LOC118765669, transcript variant X1"
NC_043008.1,75033417,75033433,35.0,NC_043008.1,75032695,75033694,LOC118765669,+,"uncharacterized LOC118765669, transcript variant X1"
NC_043008.1,75141734,75141745,16.5,NC_043008.1,75141702,75142701,LOC115218084,-,"transmembrane protease serine 12, transcript variant X1"
NC_043008.1,75142472,75142486,21.0,NC_043008.1,75141702,75142701,LOC115218084,-,"transmembrane protease serine 12, transcript variant X1"
NC_043008.1,75207873,75207886,85.5,NC_043008.1,75207327,75208326,LOC115218141,-,chymotrypsin-1
NC_043008.1,75207888,75207999,210.5,NC_043008.1,75207327,75208326,LOC115218141,-,chymotrypsin-1
NC_043008.1,75309481,75309493,18.0,NC_043008.1,75309108,75310107,LOC115218124,-,"granzyme B(G,H)"
NC_043008.1,75309511,75309522,71.5,NC_043008.1,75309108,75310107,LOC115218124,-,"granzyme B(G,H)"
NC_043008.1,75309675,75309707,59.0,NC_043008.1,75309108,75310107,LOC115218124,-,"granzyme B(G,H)"
NC_043008.1,75309708,75309725,25.5,NC_043008.1,75309108,75310107,LOC115218124,-,"granzyme B(G,H)"
NC_043008.1,75874123,75874140,25.5,NC_043008.1,75874004,75875003,LOC115218025,+,"cholecystokinin receptor type A-like, transcript variant X2"
NC_043008.1,75874142,75874155,118.5,NC_043008.1,75874004,75875003,LOC115218025,+,"cholecystokinin receptor type A-like, transcript variant X2"
NC_043008.1,75874461,75874478,36.5,NC_043008.1,75874004,75875003,LOC115218025,+,"cholecystokinin receptor type A-like, transcript variant X2"
NC_043008.1,76871918,76871930,18.0,NC_043008.1,76871840,76872839,Trnat-agu,-,tRNA-Thr
NC_043008.1,76872116,76872127,27.5,NC_043008.1,76871840,76872839,Trnat-agu,-,tRNA-Thr
NC_043008.1,76872206,76872227,31.5,NC_043008.1,76871840,76872839,Trnat-agu,-,tRNA-Thr
NC_043008.1,77120884,77120895,16.5,NC_043008.1,77120453,77121452,LOC115217842,-,putative uncharacterized protein DDB_G0288537
NC_043008.1,77120970,77120988,27.0,NC_043008.1,77120453,77121452,LOC115217842,-,putative uncharacterized protein DDB_G0288537
NC_043008.1,77121399,77121416,47.5,NC_043008.1,77120453,77121452,LOC115217842,-,putative uncharacterized protein DDB_G0288537
NC_043008.1,77195637,77195650,41.5,NC_043008.1,77195586,77196585,LOC118765673,+,uncharacterized LOC118765673
NC_043008.1,77196082,77196094,18.0,NC_043008.1,77195586,77196585,LOC118765673,+,uncharacterized LOC118765673
NC_043008.1,77196540,77196553,41.5,NC_043008.1,77195586,77196585,LOC118765673,+,uncharacterized LOC118765673
NC_043008.1,77278028,77278039,38.5,NC_043008.1,77277503,77278502,LOC118765675,+,uncharacterized LOC118765675
NC_043008.1,77278041,77278056,33.5,NC_043008.1,77277503,77278502,LOC118765675,+,uncharacterized LOC118765675
NC_043008.1,77947074,77947116,74.0,NC_043008.1,77946615,77947614,LOC115217946,-,"kelch-like protein 10, transcript variant X1"
NC_043008.1,77947332,77947376,66.0,NC_043008.1,77946615,77947614,LOC115217946,-,"kelch-like protein 10, transcript variant X1"
NC_043008.1,78353572,78353588,24.0,NC_043008.1,78353316,78354315,LOC118765681,-,uncharacterized LOC118765681
NC_043008.1,78355458,78355469,16.5,NC_043008.1,78355413,78356412,LOC118765678,-,uncharacterized LOC118765678
NC_043008.1,78355483,78355501,93.0,NC_043008.1,78355413,78356412,LOC118765678,-,uncharacterized LOC118765678
NC_043008.1,78355525,78355549,146.0,NC_043008.1,78355413,78356412,LOC118765678,-,uncharacterized LOC118765678
NC_043008.1,79502898,79502917,28.5,NC_043008.1,79502231,79503230,LOC115217956,+,uncharacterized LOC115217956
NC_042998.1,2592048,2592071,34.5,NC_042998.1,2592071,2593070,LOC118767176,-,uncharacterized LOC118767176
NC_042998.1,3154283,3154297,76.0,NC_042998.1,3154296,3155295,Trnar-acg,+,tRNA-Arg
NC_042998.1,10189460,10189482,44.0,NC_042998.1,10189478,10190477,LOC115232577,-,"sulfotransferase family cytosolic 1B member 1, transcript variant X2"
NC_042998.1,27646251,27646275,36.0,NC_042998.1,27646271,27647270,LOC118762252,-,uncharacterized LOC118762252
NC_042998.1,42974695,42974715,52.0,NC_042998.1,42974709,42975708,LOC115232447,-,monocarboxylate transporter 12
NC_042998.1,47088843,47088861,27.0,NC_042998.1,47088860,47089859,LOC118762268,-,uncharacterized LOC118762268
NC_042998.1,47557109,47557132,34.5,NC_042998.1,47557115,47558114,LOC118767815,-,uncharacterized LOC118767815
NC_042998.1,54378905,54378934,43.5,NC_042998.1,54378906,54379905,LOC118767926,-,uncharacterized LOC118767926
NC_042998.1,54940132,54940148,46.0,NC_042998.1,54940142,54941141,LOC118762274,-,uncharacterized LOC118762274
NC_042998.1,56393987,56394010,89.5,NC_042998.1,56394000,56394999,LOC118762278,-,uncharacterized LOC118762278
NC_042998.1,69052733,69052749,90.0,NC_042998.1,69052745,69053744,LOC115232552,-,"calcium-responsive transcription factor-like, transcript variant X1"
NC_042998.1,94403883,94403898,33.5,NC_042998.1,94403896,94404895,LOC118762300,-,uncharacterized LOC118762300
NC_042998.1,96269286,96269301,33.5,NC_042998.1,96269292,96270291,LOC115232361,+,"uncharacterized LOC115232361, transcript variant X2"
NC_042998.1,105773015,105773038,34.5,NC_042998.1,105773031,105774030,LOC118761106,-,uncharacterized LOC118761106
NC_042998.1,105988658,105988675,25.5,NC_042998.1,105988675,105989674,LOC118762309,-,uncharacterized LOC118762309
NC_042998.1,115796905,115796928,34.5,NC_042998.1,115796908,115797907,LOC115232558,-,"A disintegrin and metalloproteinase with thrombospondin motifs 20-like, transcript variant X2"
NC_042998.1,118757258,118757371,345.5,NC_042998.1,118757288,118758287,LOC118762318,-,uncharacterized LOC118762318
NC_042998.1,128802560,128802580,30.0,NC_042998.1,128802573,128803572,LOC115208883,-,
NC_042998.1,146796115,146796126,93.5,NC_042998.1,146796122,146797121,LOC115232434,-,diacylglycerol lipase-alpha
NC_042998.1,151181325,151181338,30.5,NC_042998.1,151181333,151182332,LOC115208850,+,
NC_042998.1,167202484,167202524,126.0,NC_042998.1,167202490,167203489,LOC115230975,+,putative neuropeptide Y receptor 11
NC_042998.1,189347745,189347758,19.5,NC_042998.1,189347758,189348757,LOC115223113,-,"protein FAM193A, transcript variant X4"
NC_042998.1,190727513,190727529,24.0,NC_042998.1,190727528,190728527,LOC118762162,-,"uncharacterized LOC118762162, transcript variant X1"
NC_042998.1,196440029,196440047,49.0,NC_042998.1,196440035,196441034,LOC115228146,+,"nascent polypeptide-associated complex subunit alpha, muscle-specific form"
NC_042998.1,290024,290036,40.0,NC_042998.1,289426,290425,LOC115208884,+,
NC_042998.1,503703,503715,40.0,NC_042998.1,502731,503730,LOC118767117,+,uncharacterized LOC118767117
NC_042998.1,619891,619946,137.5,NC_042998.1,619844,620843,LOC115223760,-,"protein kinase C-binding protein NELL1, transcript variant X2"
NC_042998.1,774092,774106,21.0,NC_042998.1,773739,774738,LOC115232664,-,extensin-like
NC_042998.1,1270623,1270648,37.5,NC_042998.1,1269645,1270644,LOC115208875,-,
NC_042998.1,1676436,1676450,21.0,NC_042998.1,1676354,1677353,LOC115232668,-,outer dense fiber protein 3-like
NC_042998.1,1676454,1676465,71.5,NC_042998.1,1676354,1677353,LOC115232668,-,outer dense fiber protein 3-like
NC_042998.1,1676476,1676488,84.0,NC_042998.1,1676354,1677353,LOC115232668,-,outer dense fiber protein 3-like
NC_042998.1,1676685,1676721,54.0,NC_042998.1,1676354,1677353,LOC115232668,-,outer dense fiber protein 3-like
NC_042998.1,1676863,1676883,30.0,NC_042998.1,1676354,1677353,LOC115232668,-,outer dense fiber protein 3-like
NC_042998.1,1677189,1677201,18.0,NC_042998.1,1676354,1677353,LOC115232668,-,outer dense fiber protein 3-like
NC_042998.1,2103516,2103540,36.0,NC_042998.1,2103472,2104471,LOC115232475,-,"methylmalonyl-CoA epimerase, mitochondrial, transcript variant X1"
NC_042998.1,2130120,2130138,27.0,NC_042998.1,2129833,2130832,LOC115232569,+,glycosylated lysosomal membrane protein
NC_042998.1,2130638,2130651,19.5,NC_042998.1,2129833,2130832,LOC115232569,+,glycosylated lysosomal membrane protein
NC_042998.1,2130713,2130728,88.5,NC_042998.1,2129833,2130832,LOC115232569,+,glycosylated lysosomal membrane protein
NC_042998.1,2329687,2329708,64.5,NC_042998.1,2329573,2330572,LOC115229612,+,tubulin-specific chaperone A
NC_042998.1,2329723,2329735,18.0,NC_042998.1,2329573,2330572,LOC115229612,+,tubulin-specific chaperone A
NC_042998.1,2766670,2766681,38.5,NC_042998.1,2766250,2767249,LOC118767181,-,uncharacterized LOC118767181
NC_042998.1,3121161,3121172,49.5,NC_042998.1,3120881,3121880,Trnar-acg,+,tRNA-Arg
NC_042998.1,3121308,3121321,19.5,NC_042998.1,3120881,3121880,Trnar-acg,+,tRNA-Arg
NC_042998.1,3121520,3121531,16.5,NC_042998.1,3120881,3121880,Trnar-acg,+,tRNA-Arg
NC_042998.1,3121738,3121753,33.5,NC_042998.1,3120881,3121880,Trnar-acg,+,tRNA-Arg
NC_042998.1,3121755,3121779,80.0,NC_042998.1,3120881,3121880,Trnar-acg,+,tRNA-Arg
NC_042998.1,3121804,3121821,25.5,NC_042998.1,3120881,3121880,Trnar-acg,+,tRNA-Arg
NC_042998.1,3122892,3122907,55.5,NC_042998.1,3122603,3123602,Trnar-acg,+,tRNA-Arg
NC_042998.1,3124447,3124471,36.0,NC_042998.1,3124038,3125037,Trnar-acg,+,tRNA-Arg
NC_042998.1,3124531,3124572,83.5,NC_042998.1,3124038,3125037,Trnar-acg,+,tRNA-Arg
NC_042998.1,3124911,3124932,130.5,NC_042998.1,3124038,3125037,Trnar-acg,+,tRNA-Arg
NC_042998.1,3126178,3126193,132.5,NC_042998.1,3125766,3126765,Trnar-acg,+,tRNA-Arg
NC_042998.1,3126950,3126961,16.5,NC_042998.1,3126222,3127221,Trnar-acg,+,tRNA-Arg
NC_042998.1,3127103,3127123,63.0,NC_042998.1,3126222,3127221,Trnar-acg,+,tRNA-Arg
NC_042998.1,3128059,3128078,28.5,NC_042998.1,3127605,3128604,Trnar-acg,+,tRNA-Arg
NC_042998.1,3128090,3128114,58.0,NC_042998.1,3127605,3128604,Trnar-acg,+,tRNA-Arg
NC_042998.1,3128120,3128134,43.0,NC_042998.1,3127605,3128604,Trnar-acg,+,tRNA-Arg
NC_042998.1,3128140,3128158,38.0,NC_042998.1,3127605,3128604,Trnar-acg,+,tRNA-Arg
NC_042998.1,3128477,3128498,108.5,NC_042998.1,3127605,3128604,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134576,3134588,18.0,NC_042998.1,3133723,3134722,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134600,3134614,21.0,NC_042998.1,3133723,3134722,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134576,3134588,18.0,NC_042998.1,3134130,3135129,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134600,3134614,21.0,NC_042998.1,3134130,3135129,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134576,3134588,18.0,NC_042998.1,3134347,3135346,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134600,3134614,21.0,NC_042998.1,3134347,3135346,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134576,3134588,18.0,NC_042998.1,3134555,3135554,Trnar-acg,+,tRNA-Arg
NC_042998.1,3134600,3134614,21.0,NC_042998.1,3134555,3135554,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142341,3142355,21.0,NC_042998.1,3141485,3142484,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142363,3142375,18.0,NC_042998.1,3141485,3142484,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142341,3142355,21.0,NC_042998.1,3141691,3142690,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142363,3142375,18.0,NC_042998.1,3141691,3142690,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142341,3142355,21.0,NC_042998.1,3141898,3142897,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142363,3142375,18.0,NC_042998.1,3141898,3142897,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142341,3142355,21.0,NC_042998.1,3142311,3143310,Trnar-acg,+,tRNA-Arg
NC_042998.1,3142363,3142375,18.0,NC_042998.1,3142311,3143310,Trnar-acg,+,tRNA-Arg
NC_042998.1,3143663,3143677,21.0,NC_042998.1,3142806,3143805,Trnar-acg,+,tRNA-Arg
NC_042998.1,3143663,3143677,21.0,NC_042998.1,3143424,3144423,Trnar-acg,+,tRNA-Arg
NC_042998.1,3146632,3146648,24.0,NC_042998.1,3145778,3146777,Trnar-acg,+,tRNA-Arg
NC_042998.1,3146656,3146668,18.0,NC_042998.1,3145778,3146777,Trnar-acg,+,tRNA-Arg
NC_042998.1,3146632,3146648,24.0,NC_042998.1,3145984,3146983,Trnar-acg,+,tRNA-Arg
NC_042998.1,3146656,3146668,18.0,NC_042998.1,3145984,3146983,Trnar-acg,+,tRNA-Arg
NC_042998.1,3146632,3146648,24.0,NC_042998.1,3146397,3147396,Trnar-acg,+,tRNA-Arg
NC_042998.1,3146656,3146668,18.0,NC_042998.1,3146397,3147396,Trnar-acg,+,tRNA-Arg
NC_042998.1,3147968,3147979,16.5,NC_042998.1,3147109,3148108,Trnar-acg,+,tRNA-Arg
NC_042998.1,3147968,3147979,16.5,NC_042998.1,3147724,3148723,Trnar-acg,+,tRNA-Arg
NC_042998.1,3149284,3149296,18.0,NC_042998.1,3148428,3149427,Trnar-acg,+,tRNA-Arg
NC_042998.1,3149307,3149319,18.0,NC_042998.1,3148428,3149427,Trnar-acg,+,tRNA-Arg
NC_042998.1,3149870,3149881,49.5,NC_042998.1,3149382,3150381,Trnar-acg,+,tRNA-Arg
NC_042998.1,3150789,3150800,49.5,NC_042998.1,3150468,3151467,Trnar-acg,+,tRNA-Arg
NC_042998.1,3151311,3151341,155.0,NC_042998.1,3150468,3151467,Trnar-acg,+,tRNA-Arg
NC_042998.1,3151345,3151363,27.0,NC_042998.1,3150468,3151467,Trnar-acg,+,tRNA-Arg
NC_042998.1,3151720,3151732,51.0,NC_042998.1,3151366,3152365,Trnar-acg,+,tRNA-Arg
NC_042998.1,3151757,3151771,87.0,NC_042998.1,3151366,3152365,Trnar-acg,+,tRNA-Arg
NC_042998.1,3152216,3152258,63.0,NC_042998.1,3151366,3152365,Trnar-acg,+,tRNA-Arg
NC_042998.1,3152752,3152764,18.0,NC_042998.1,3152634,3153633,Trnar-acg,+,tRNA-Arg
NC_042998.1,3155201,3155216,66.5,NC_042998.1,3154296,3155295,Trnar-acg,+,tRNA-Arg
NC_042998.1,3157495,3157512,36.5,NC_042998.1,3156836,3157835,Trnar-acg,+,tRNA-Arg
NC_042998.1,3500691,3500702,16.5,NC_042998.1,3499708,3500707,LOC115208821,-,U6 spliceosomal RNA
NC_042998.1,3558657,3558669,18.0,NC_042998.1,3558532,3559531,LOC115232408,+,"A disintegrin and metalloproteinase with thrombospondin motifs 7, transcript variant X3"
NC_042998.1,3559057,3559070,19.5,NC_042998.1,3558532,3559531,LOC115232408,+,"A disintegrin and metalloproteinase with thrombospondin motifs 7, transcript variant X3"
NC_042998.1,4661548,4661562,21.0,NC_042998.1,4660747,4661746,LOC115208898,+,
NC_042998.1,6958657,6958684,40.5,NC_042998.1,6958490,6959489,Trnak-uuu,-,tRNA-Lys
NC_042998.1,8334328,8334342,21.0,NC_042998.1,8333587,8334586,LOC118762229,+,uncharacterized LOC118762229
NC_042998.1,8522623,8522641,71.0,NC_042998.1,8521667,8522666,LOC115208762,-,probable serine/threonine-protein kinase dyrk1
NC_042998.1,8573754,8573766,18.0,NC_042998.1,8573022,8574021,LOC115208764,-,general transcription factor II-I repeat domain-containing protein 2B-like
NC_042998.1,8907199,8907211,40.0,NC_042998.1,8906300,8907299,LOC115232395,-,"uncharacterized LOC115232395, transcript variant X3"
NC_042998.1,9225340,9225352,18.0,NC_042998.1,9225191,9226190,LOC118767209,+,uncharacterized LOC118767209
NC_042998.1,9226123,9226137,21.0,NC_042998.1,9225191,9226190,LOC118767209,+,uncharacterized LOC118767209
NC_042998.1,9523613,9523641,42.0,NC_042998.1,9523450,9524449,LOC115208768,-,late histone H2B.L4-like
NC_042998.1,9523813,9523824,16.5,NC_042998.1,9523450,9524449,LOC115208768,-,late histone H2B.L4-like
NC_042998.1,9523845,9523867,33.0,NC_042998.1,9523450,9524449,LOC115208768,-,late histone H2B.L4-like
NC_042998.1,9523895,9523911,24.0,NC_042998.1,9523450,9524449,LOC115208768,-,late histone H2B.L4-like
NC_042998.1,9722114,9722132,27.0,NC_042998.1,9721434,9722433,LOC115228329,-,"WD and tetratricopeptide repeats protein 1, transcript variant X2"
NC_042998.1,9775169,9775183,32.0,NC_042998.1,9774891,9775890,LOC115232435,-,"probable low affinity copper uptake protein 2, transcript variant X5"
NC_042998.1,9879879,9879895,134.0,NC_042998.1,9879742,9880741,LOC115232529,+,"fatty-acid amide hydrolase 2, transcript variant X4"
NC_042998.1,9880090,9880102,40.0,NC_042998.1,9879742,9880741,LOC115232529,+,"fatty-acid amide hydrolase 2, transcript variant X4"
NC_042998.1,9880247,9880260,41.5,NC_042998.1,9879742,9880741,LOC115232529,+,"fatty-acid amide hydrolase 2, transcript variant X4"
NC_042998.1,10070507,10070536,43.5,NC_042998.1,10069938,10070937,LOC115230317,+,uncharacterized LOC115230317
NC_042998.1,10189678,10189694,24.0,NC_042998.1,10189478,10190477,LOC115232577,-,"sulfotransferase family cytosolic 1B member 1, transcript variant X2"
NC_042998.1,10189835,10189850,22.5,NC_042998.1,10189478,10190477,LOC115232577,-,"sulfotransferase family cytosolic 1B member 1, transcript variant X2"
NC_042998.1,10396285,10396302,80.5,NC_042998.1,10396263,10397262,LOC118767283,-,uncharacterized LOC118767283
NC_042998.1,10396430,10396441,16.5,NC_042998.1,10396263,10397262,LOC118767283,-,uncharacterized LOC118767283
NC_042998.1,10469178,10469249,106.5,NC_042998.1,10469046,10470045,LOC115223955,+,"uncharacterized LOC115223955, transcript variant X1"
NC_042998.1,10469250,10469268,27.0,NC_042998.1,10469046,10470045,LOC115223955,+,"uncharacterized LOC115223955, transcript variant X1"
NC_042998.1,10469281,10469292,16.5,NC_042998.1,10469046,10470045,LOC115223955,+,"uncharacterized LOC115223955, transcript variant X1"
NC_042998.1,10469604,10469645,61.5,NC_042998.1,10469046,10470045,LOC115223955,+,"uncharacterized LOC115223955, transcript variant X1"
NC_042998.1,10469646,10469662,24.0,NC_042998.1,10469046,10470045,LOC115223955,+,"uncharacterized LOC115223955, transcript variant X1"
NC_042998.1,10473770,10473782,18.0,NC_042998.1,10472943,10473942,LOC115232593,-,"equilibrative nucleoside transporter 1-like, transcript variant X2"
NC_042998.1,10613932,10613990,87.0,NC_042998.1,10613201,10614200,LOC115232544,-,"post-GPI attachment to proteins factor 4, transcript variant X4"
NC_042998.1,10621105,10621191,140.0,NC_042998.1,10620649,10621648,LOC118762231,+,uncharacterized LOC118762231
NC_042998.1,11384785,11384800,66.5,NC_042998.1,11384449,11385448,LOC115230213,+,"zwei Ig domain protein zig-2-like, transcript variant X1"
NC_042998.1,11384859,11384871,18.0,NC_042998.1,11384449,11385448,LOC115230213,+,"zwei Ig domain protein zig-2-like, transcript variant X1"
NC_042998.1,11384993,11385005,40.0,NC_042998.1,11384449,11385448,LOC115230213,+,"zwei Ig domain protein zig-2-like, transcript variant X1"
NC_042998.1,11385077,11385121,176.0,NC_042998.1,11384449,11385448,LOC115230213,+,"zwei Ig domain protein zig-2-like, transcript variant X1"
NC_042998.1,11518179,11518192,85.5,NC_042998.1,11517747,11518746,LOC115208777,+,SCAN domain-containing protein 3-like
NC_042998.1,11549824,11549844,96.0,NC_042998.1,11549684,11550683,LOC115232414,+,"catenin alpha-like, transcript variant X1"
NC_042998.1,11550020,11550038,27.0,NC_042998.1,11549684,11550683,LOC115232414,+,"catenin alpha-like, transcript variant X1"
NC_042998.1,11550177,11550193,24.0,NC_042998.1,11549684,11550683,LOC115232414,+,"catenin alpha-like, transcript variant X1"
NC_042998.1,11854650,11854667,25.5,NC_042998.1,11854437,11855436,LOC118762234,-,uncharacterized LOC118762234
NC_042998.1,11854679,11854705,61.0,NC_042998.1,11854437,11855436,LOC118762234,-,uncharacterized LOC118762234
NC_042998.1,12804483,12804497,98.0,NC_042998.1,12803609,12804608,LOC115208891,-,5S ribosomal RNA
NC_042998.1,13940929,13940961,48.0,NC_042998.1,13940602,13941601,LOC118762237,-,uncharacterized LOC118762237
NC_042998.1,14241583,14241597,54.0,NC_042998.1,14240762,14241761,LOC115208874,+,
NC_042998.1,14802349,14802363,21.0,NC_042998.1,14801480,14802479,LOC115222461,+,"nucleolysin TIAR, transcript variant X7"
NC_042998.1,15807684,15807698,21.0,NC_042998.1,15806932,15807931,LOC118762240,+,uncharacterized LOC118762240
NC_042998.1,17878600,17878613,19.5,NC_042998.1,17878294,17879293,LOC115222525,-,transmembrane protease serine 7-like
NC_042998.1,17879182,17879204,55.0,NC_042998.1,17878294,17879293,LOC115222525,-,transmembrane protease serine 7-like
NC_042998.1,17879276,17879290,65.0,NC_042998.1,17878294,17879293,LOC115222525,-,transmembrane protease serine 7-like
NC_042998.1,19497833,19497845,18.0,NC_042998.1,19497797,19498796,LOC115208797,+,U2 spliceosomal RNA
NC_042998.1,19497923,19497936,30.5,NC_042998.1,19497797,19498796,LOC115208797,+,U2 spliceosomal RNA
NC_042998.1,19498541,19498553,62.0,NC_042998.1,19497797,19498796,LOC115208797,+,U2 spliceosomal RNA
NC_042998.1,20405499,20405513,43.0,NC_042998.1,20405251,20406250,LOC115222601,-,uncharacterized LOC115222601
NC_042998.1,20405517,20405531,43.0,NC_042998.1,20405251,20406250,LOC115222601,-,uncharacterized LOC115222601
NC_042998.1,20589110,20589130,41.0,NC_042998.1,20588886,20589885,LOC115232629,+,"spondin-1-like, transcript variant X1"
NC_042998.1,20589315,20589339,80.0,NC_042998.1,20588886,20589885,LOC115232629,+,"spondin-1-like, transcript variant X1"
NC_042998.1,20589550,20589565,22.5,NC_042998.1,20588886,20589885,LOC115232629,+,"spondin-1-like, transcript variant X1"
NC_042998.1,20695081,20695109,42.0,NC_042998.1,20694537,20695536,LOC115208793,-,U2 spliceosomal RNA
NC_042998.1,20854230,20854256,39.0,NC_042998.1,20853444,20854443,LOC115232676,+,arsenite methyltransferase-like
NC_042998.1,20854381,20854397,200.0,NC_042998.1,20853444,20854443,LOC115232676,+,arsenite methyltransferase-like
NC_042998.1,21008240,21008258,27.0,NC_042998.1,21007339,21008338,LOC115232335,+,"uncharacterized LOC115232335, transcript variant X1"
NC_042998.1,21008273,21008296,34.5,NC_042998.1,21007339,21008338,LOC115232335,+,"uncharacterized LOC115232335, transcript variant X1"
NC_042998.1,21113118,21113190,152.0,NC_042998.1,21113056,21114055,LOC115223026,-,uncharacterized protein DDB_G0288467-like
NC_042998.1,21113191,21113219,86.0,NC_042998.1,21113056,21114055,LOC115223026,-,uncharacterized protein DDB_G0288467-like
NC_042998.1,21222215,21222235,41.0,NC_042998.1,21221840,21222839,LOC115232372,+,"proline-rich transmembrane protein 1-like, transcript variant X1"
NC_042998.1,21291143,21291161,38.0,NC_042998.1,21290436,21291435,LOC115232348,-,proline rich transmembrane protein 1B-like
NC_042998.1,21291162,21291175,19.5,NC_042998.1,21290436,21291435,LOC115232348,-,proline rich transmembrane protein 1B-like
NC_042998.1,22602630,22602665,63.5,NC_042998.1,22602249,22603248,LOC115223641,+,"A-agglutinin anchorage subunit, transcript variant X2"
NC_042998.1,23077556,23077568,18.0,NC_042998.1,23076638,23077637,LOC115229797,-,protein FAM204A
NC_042998.1,23138991,23139003,18.0,NC_042998.1,23138210,23139209,LOC115222740,-,cilia- and flagella-associated protein 46-like
NC_042998.1,23454215,23454229,43.0,NC_042998.1,23453607,23454606,LOC115222752,+,F-box/LRR-repeat protein 2
NC_042998.1,23698557,23698569,18.0,NC_042998.1,23698513,23699512,LOC115229858,-,"ectonucleoside triphosphate diphosphohydrolase 1, transcript variant X1"
NC_042998.1,25913582,25913594,40.0,NC_042998.1,25913474,25914473,LOC115208842,+,
NC_042998.1,25914054,25914067,30.5,NC_042998.1,25913474,25914473,LOC115208842,+,
NC_042998.1,26629546,26629557,16.5,NC_042998.1,26629416,26630415,LOC118767436,+,uncharacterized LOC118767436
NC_042998.1,26629619,26629634,22.5,NC_042998.1,26629416,26630415,LOC118767436,+,uncharacterized LOC118767436
NC_042998.1,26704439,26704451,18.0,NC_042998.1,26703787,26704786,LOC115222890,+,uncharacterized protein K02A2.6-like
NC_042998.1,26708224,26708248,36.0,NC_042998.1,26707353,26708352,LOC118762248,+,uncharacterized LOC118762248
NC_042998.1,26708305,26708317,18.0,NC_042998.1,26707353,26708352,LOC118762248,+,uncharacterized LOC118762248
NC_042998.1,26708333,26708347,21.0,NC_042998.1,26707353,26708352,LOC118762248,+,uncharacterized LOC118762248
NC_042998.1,27164349,27164363,21.0,NC_042998.1,27164320,27165319,LOC118762250,-,uncharacterized LOC118762250
NC_042998.1,27164409,27164423,21.0,NC_042998.1,27164320,27165319,LOC118762250,-,uncharacterized LOC118762250
NC_042998.1,27164731,27164743,18.0,NC_042998.1,27164320,27165319,LOC118762250,-,uncharacterized LOC118762250
NC_042998.1,27164753,27164765,18.0,NC_042998.1,27164320,27165319,LOC118762250,-,uncharacterized LOC118762250
